0.347826087,0,0.181818182,0.401746725,0.391862955,0.390658174,0.361842105,0.474074074,0.521939954,0.358823529,0.043478261,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.52173913,0,0.318181818,0.401746725,0.391862955,0.390658174,0.361842105,0.474074074,0.521939954,0.358823529,0.043478261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.652173913,0,0.090909091,0.401746725,0.391862955,0.390658174,0.361842105,0.474074074,0.521939954,0.358823529,0.043478261,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.739130435,0,0.454545455,0.401746725,0.391862955,0.390658174,0.361842105,0.474074074,0.521939954,0.358823529,0.043478261,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.47826087,0,0.25,0.401746725,0.391862955,0.390658174,0.361842105,0.474074074,0.521939954,0.358823529,0.043478261,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.434782609,0,0,0.347161572,0.357601713,0.354564756,0.152631579,0.666666667,0.678983834,0.352941176,0.043478261,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0.652173913,0,0.159090909,0.347161572,0.357601713,0.354564756,0.152631579,0.666666667,0.678983834,0.352941176,0.043478261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.608695652,0,0.204545455,0.347161572,0.357601713,0.354564756,0.152631579,0.666666667,0.678983834,0.352941176,0.043478261,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0.913043478,0,0.204545455,0.347161572,0.357601713,0.354564756,0.152631579,0.666666667,0.678983834,0.352941176,0.043478261,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.347826087,0,0.659090909,0.347161572,0.357601713,0.354564756,0.152631579,0.666666667,0.678983834,0.352941176,0.043478261,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.608695652,0,0.045454545,0.364628821,0.361884368,0.377919321,0.402631579,0.2,0.598152425,0.405882353,0.043478261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0.739130435,0,0.022727273,0.364628821,0.361884368,0.377919321,0.402631579,0.2,0.598152425,0.405882353,0.043478261,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,0.090909091,0.364628821,0.361884368,0.377919321,0.402631579,0.2,0.598152425,0.405882353,0.043478261,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0.52173913,0,0.295454545,0.312227074,0.30620985,0.341825902,0.306578947,0.644444444,0.642032333,0.458823529,0.043478261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.52173913,0,0.386363636,0.312227074,0.30620985,0.341825902,0.306578947,0.644444444,0.642032333,0.458823529,0.043478261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.695652174,0,0.318181818,0.312227074,0.30620985,0.341825902,0.306578947,0.644444444,0.642032333,0.458823529,0.043478261,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.869565217,0,0.227272727,0.312227074,0.30620985,0.341825902,0.306578947,0.644444444,0.642032333,0.458823529,0.043478261,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0.782608696,0,0.340909091,0.312227074,0.30620985,0.341825902,0.306578947,0.644444444,0.642032333,0.458823529,0.043478261,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0.043478261,0,0.272727273,0.296943231,0.293361884,0.303609342,0.323684211,0.592592593,0.741339492,0.388235294,0.043478261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.652173913,0,0.636363636,0.296943231,0.293361884,0.303609342,0.323684211,0.592592593,0.741339492,0.388235294,0.043478261,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
